Frequency Output,Frequency Input,FCC Callsign,County,State,Agency/Category,Description,Alpha Tag,PL Tone,Mode,Class Station Code,Tag
452.362500,0.00000,,Toronto,ON,Business North York,The Oaks  Property Management  Chalkfarm Drive,The Oaks,023 DPL,FM,BM,Business
452.362500,0.00000,,York,ON,Business Thornhill,Glen Park Apartments  Property Security,7411 Yonge,,FM,BM,Security
452.362500,457.36250,VOX692,Toronto,ON,Business Etobicoke,Albion Centre,AlbionCentre,151.4 PL,FM,RM,Security
452.362500,457.36250,,Toronto,ON,Business Etobicoke,CF Sherway Gardens  Security,SherwayGdns,3 RAN,NXDN,RM,Security
452.400000,0.00000, ,Toronto,ON,  Purolator,Site 001 Ontario Hub, , ,DMR, ,TRS
452.437500,0.00000, ,Hamilton,ON,  National Communications Site Services Motorola,Site 001 Site1, , ,Motorola, ,TRS
452.437500,0.00000,,Hamilton,ON,Business Hamilton,Caledonia Transportation,Caledonia Tr,662 DPL,FMN,BM,Transportation
452.487500,0.00000, ,Toronto,ON,  GOTRBO Network,Site 007 CN Tower, , ,DMR, ,TRS
452.500000,0.00000, ,Halton,ON,  OLGC  Mohawk Racetrack Slots,Site 001 Site 1, , ,DMR, ,TRS
452.512500,457.51250,VCX557,Durham,ON,Business Clarington,Bowmanville Taxi,Bow Taxi,364 DPL,FMN,RM,Business
452.537500,457.36250,VOV465,Toronto,ON,Business North York,Fairview Mall,FairviewMall,167.9 PL,FM,RM,Security
452.537500,0.00000,VBE894,Toronto,ON,Business Downtown,Sheraton Centre,Sheraton Ctr,,FM,BM,Business
452.537500,0.00000,VAD624,Peel,ON,Business Various,Toronto Ontario Temple  The Church of Jesus Christ of Latterday Saints,Mormons,103.5 PL,FMN,BM,Business
452.537500,457.53750,VOV205,York,ON,Business Vaughan,United Parcel Service  Trailers,UPS Trailers,110.9 PL,FM,RM,Business
452.537500,0.00000, ,Peel,ON,  Maple Lodge Farms,Site 001 Brampton, , ,DMR, ,TRS
452.587500,0.00000, ,York,ON,  GOTRBO Network,Site 004 Ballantrae, , ,DMR, ,TRS
452.612500,0.00000,VCZ693,Peel,ON,Transportation Mississauga,Blue  White Taxi,Blue&White,245 DPL,FM,BM,Transportation
452.637500,0.00000, ,Toronto,ON,  ICOM Canada ,Site 003 Toronto, , ,NXDN, ,TRS
452.675000,0.00000, ,Toronto,ON,  ICOM Canada ,Site 003 Toronto, , ,NXDN, ,TRS
452.737500,457.73750,VFS831,Peel,ON,Transportation Brampton,Attridge Transportation,Attridge Bus,118.8 PL,FM,RM,Transportation
452.787500,457.78750,CGZ888,Halton,ON,Business Burlington,Attridge Transportation ,Attridge ,118.8 PL,FM,RM,Transportation
452.812500,457.81250,VAD609,Toronto,ON,Business Downtown,Hotel InterContinental,Htl Int Cont,413 DPL,FM,BM,Business
452.812500,0.00000,,Durham,ON,Education Clarington,St Elizabeth Catholic School,St. Elizabeth,103.5 PL,FMN,M,Schools
452.812500,457.81250,VFK814,Halton,ON,Oakville,Oakville Trafalgar Memorial Hospital ,OTMH,315 DPL,FM,RM,Hospital
452.812500,457.81250,XKU202,Toronto,ON,Business Etobicoke,Woodbine Centre  Security,WoodbineCtr,179.9 PL,FM,RM,Security
452.812500,457.81250,XKU202,Toronto,ON,Business Etobicoke,Woodbine Centre  Property Management,WoodbineCtr,311 DPL,FM,RM,Business
452.812500,0.00000, ,Durham,ON,  Pickering Town Centre,Site 001 PTC, , ,DMR, ,TRS
452.812500,0.00000,,Toronto,ON,Business Downtown,77 Bloor Street West  Property Management,77 Bloor W,065 DPL,FM,BM,Business
452.812500,457.81250,XKU202,Toronto,ON,Business Downtown,The Crossways  Property Management,Crossways,116 DPL,FM,RM,Business
452.812500,0.00000, ,Hamilton,ON,  Federal Marine Terminals,Site 001 Terminal, , ,DMR, ,TRS
452.862500,0.00000, ,Durham,ON,  GOTRBO Network,Site 006 Clarington, , ,DMR, ,TRS
452.975000,0.00000, ,Toronto,ON,  University of Toronto,Site 001 55 Harbord Street, , ,DMR, ,TRS
452.987500,0.00000, ,Durham,ON,  GOTRBO Network,Site 006 Clarington, , ,DMR, ,TRS
453.012500,458.01250,VCO998,Toronto,ON,Business School Buses,McCluskey,McCluskey,136.5 PL,FM,RM,Transportation
453.037500,0.00000, ,York,ON,  GOTRBO Network,Site 004 Ballantrae, , ,DMR, ,TRS
453.087500,462.45000,VFW951,Toronto,ON,Education Ontario College of Art and Design,Operations,OCAD,051 DPL,FM,RM,Schools
453.212500,0.00000, ,Durham,ON,  FleetConnect ,Site 014 Blackstock, , ,DMR, ,TRS
453.250000,0.00000, ,York,ON,  Communitronics,Site 001 Confirmed LCN, , ,LTR, ,TRS
453.262500,0.00000,,Hamilton,ON,Flamboro Downs Slots Flamborough,Emergency,FDC Emrg,071 DPL,FMN,BM,Business
453.337500,0.00000,,Halton,ON,Business Burlington,Mapleview Centre  Security,MC Security,CC 3|TG 201|SL *,DMR,BM,Security
453.362500,0.00000, ,Toronto,ON,  Mobile Business Communications ,Site 001 CN Tower, , ,NXDN, ,TRS
453.412500,0.00000, ,Durham,ON,  FleetConnect ,Site 014 Blackstock, , ,DMR, ,TRS
453.437500,458.43750,CYD708,Hamilton,ON,Business Hamilton,Cardi Construction,Cardi,186.2 PL,FMN,BM,Business
453.450000,458.45000,CZY344,York,ON,Business Thornhill,The Promenade  Security ,PromSecurity,97.4 PL,FM,RM,Security
453.450000,0.00000,,Toronto,ON,Healthcare St Michaels Hospital,Security,SMH Security,203.5 PL,FM,BM,Security
453.450000,0.00000,,Toronto,ON,Education Toronto District School Board,Rawlinson Community School,RawlinsonCS,205 DPL,FM,BM,Schools
453.450000,0.00000,,Halton,ON,Business Oakville,Trafalgar Heights  Property Management,TrafHts P/M,79.7 PL,FM,BM,Business
453.450000,0.00000,,Durham,ON,Attractions Canadian Tire Motorsport Park,Bridgestone Racing Academy,Bridgestone,250.3 PL,FMN,M,Business
453.450000,0.00000,,Peel,ON,Business Construction,Daniels,Daniel's,506 DPL,FMN,BM,Business
453.450000,0.00000,,Peel,ON,Brampton,Corporate Properties,Bram CP,,FMN,BM,Public Works
453.450000,0.00000,VCL760,Toronto,ON,Healthcare Rouge Valley  Centennary Hospital,Security,RV Centry,203.5 PL,FM,BM,Security
453.450000,0.00000,,Toronto,ON,Attractions Live Nation,Food and Beverage  Venue,F/B V,CC 7|TG 1|SL 1,DMR,BM,Business
453.450000,0.00000,,Peel,ON,Peel Region Attractions Powerade Centre,Centre 2,PAC 2,,FM,BM,Business
453.450000,0.00000,,Durham,ON,Business Clarington,Petro Canada,Petro Canada,125 DPL,FMN,BM,Data
453.450000,0.00000,VEA734,Durham,ON,Attractions Great Blue Heron Charity Casino  Port Perry,Great Blue Heron Charity Casino F2,GBHC 2,,FMN,M,Business
453.450000,0.00000,,Peel,ON,Peel Region Attractions Hershey Centre,Channel 2,HC 2,703 DPL,FM,M,Business
453.612500,0.00000, ,Toronto,ON,  ICOM Canada ,Site 003 Toronto, , ,NXDN, ,TRS
453.637500,0.00000,,Toronto,ON,Education Toronto District School Board,Rivercrest Junior School,RivercrestJS,413 DPL,FMN,BM,Schools
453.700000,0.00000,,Peel,ON,Brampton,Corporate Properties,Bram CP,,FMN,BM,Public Works
453.700000,458.70000,CFF588,Toronto,ON,Healthcare Sunnybrook Health Sciences Centre,Security 1,SHSC  Sec 1,173.8 PL,FM,RM,Security
453.700000,0.00000,,Hamilton,ON,FirstOntario Centre Operations,HP Stage,HP Stage,CC 4|TG 1|SL 1,DMR,BM,Business
453.700000,0.00000,VEA734,Durham,ON,Attractions Great Blue Heron Charity Casino  Port Perry,Great Blue Heron Charity Casino F3,GBHC 3,,FMN,M,Business
453.700000,0.00000, ,Toronto,ON,  Humber College,Site 001 North Campus, , ,DMR, ,TRS
453.700000,0.00000,,Toronto,ON,Business North York,JaneFinch Mall,Jane Finch,103.5 PL,FM,BM,Security
453.700000,0.00000,,Durham,ON,Education Clarington,John M James Public School,John M James,754 DPL,FMN,M,Schools
453.725000,0.00000,,Durham,ON,Attractions Jungle Cat World Wildlife Park,Jungle Cat World Wildlife Park,Cat World Pk,734 DPL,FM,M,Business
453.725000,458.72500,VCW24,Toronto,ON,Business Downtown,Cumberland Terrace  Security,CumbTerrace,218.1 PL,FM,RM,Security
453.725000,0.00000,,Peel,ON,Brampton,Corporate Properties,Bram CP ,,FMN,BM,Public Works
453.725000,0.00000,,Toronto,ON,Attractions Core,YongeDundas Square  Security Simplex 2,YDS SIM 2,CC 8|TG 1|SL 1,DMR,BM,Security
453.725000,0.00000,,Hamilton,ON,FirstOntario Centre Operations,Emergency,Emergency,CC 12|TG 1|SL 1,DMR,BM,Business
453.725000,0.00000,,Toronto,ON,Business Downtown,2 Bloor Street West  Property Management,2 Bloor West,67.0 PL,FMN,BM,Business
453.725000,458.72500,CIG801,Durham,ON,Attractions Great Blue Heron Charity Casino  Port Perry,Great Blue Heron Charity Casino F1,GBHC 1,,FMN,RM,Business
453.725000,0.00000, ,Toronto,ON,  Humber College,Site 001 North Campus, , ,DMR, ,TRS
453.725000,458.72500,VCW24,Toronto,ON,Business Downtown,Cumberland Terrace  Property Management,CumbTerrace,233.6 PL,FM,RM,Business
453.812500,0.00000, ,Toronto,ON,  GOTRBO Network,Site 007 CN Tower, , ,DMR, ,TRS
453.837500,458.83750,VBE532,Toronto,ON,Media Canadian Broadcasting Corporation  Broadcast Centre,CBC News,CBC News,,FM,BM,Media
453.837500,0.00000, ,Halton,ON,  Ford Motor Company Oakville ,Site 001 Oakville, , ,DMR, ,TRS
453.862500,0.00000,CZJ320,Peel,ON,Transportation Brampton,A Seven Eleven Taxi ,Seven Eleven,203.5 PL,FM,BM,Transportation
453.887500,0.00000,CGZ701,Toronto,ON,Attractions Scarborough,Security Backup,Zoo Sec B/U,CC 1|TG 90|SL 1,DMR,BM,Security
453.887500,0.00000, ,Peel,ON,  Trillium Health Partners,Site 003 Mississauga Hospital, , ,DMR, ,TRS
453.887500,0.00000, ,Peel,ON,  FedEx Pearson International Distribution,Site 001 FedEx PIA, , ,DMR, ,TRS
453.887500,0.00000, ,Toronto,ON,  Porter Airlines,Site 001 Billy Bishop Toronto Island Airport, , ,DMR, ,TRS
453.887500,458.88750,XNF548,Toronto,ON,Business Downtown,Commerce Court Ch 2,ComCrt 2,110.9 PL,FM,RM,Security
453.887500,458.88750,XKU247,Toronto,ON,Business Downtown,Richmond  Adelaide Centre  Property Management,Rich /Adlde,,FM,RM,Business
453.887500,0.00000, ,Peel,ON,  Sheridan College Peel Region,Site 002 Hazel McCallion Campus, , ,DMR, ,TRS
453.925000,0.00000, ,Halton,ON,  Magna Karmax ,Site 001 Milton, , ,DMR, ,TRS
453.987500,0.00000, ,Hamilton,ON,  GOTRBO Network,Site 011 Fennell, , ,DMR, ,TRS
454.037500,0.00000,,Halton,ON,Milton,Kelso Conservation Area,CH Kelso,CC 13|TG 2000|SL *,DMR,BM,Business
454.037500,0.00000, ,Toronto,ON,  Billy Bishop Toronto City Airport,Site 001 Toronto Island, , ,DMR, ,TRS
454.125000,0.00000,,Hamilton,ON,Juravinski Hospital,Juravinski Hospital ,Juravinski ,1 RAN,NXDN,BM,Hospital
454.137500,0.00000, ,Toronto,ON,  Exhibition Place,Site 001 Exhibition Place, , ,LTR, ,TRS
454.162500,0.00000, ,Toronto,ON,  FleetConnect ,Site 012 Toronto, , ,DMR, ,TRS
454.200000,0.00000,,Toronto,ON,Environment Canada 4905 Dufferin Street,In House  Emergency,Emergency,127.3 PL,FMN,BM,Emergency Ops
454.200000,0.00000,,Peel,ON,Peel Region Attractions Powerade Centre,Centre 3,PAC 3,,FM,BM,Business
454.200000,459.20000,,Peel,ON,Retail Mississauga,Dixie Outlet Mall  Security ,DOM 1,664 DPL,FMN,RM,Security
454.200000,459.20000,CYD342,Toronto,ON,Healthcare Michael Garron Hospital,Security ,TEGH Sec,100.0 PL,FM,RM,Security
454.200000,459.20000,VOV205,York,ON,Business Vaughan,United Parcel Service  Hub Control,UPS Hub Ctrl,110.9 PL,FM,RM,Business
454.200000,459.20000,,Toronto,ON,Attractions Core,Harbourfront Centre,Harbourfront,155 DPL,FM,RM,Business
454.200000,0.00000, ,Peel,ON,  CRH Canada  Holcim,Site 001 Mississauga, , ,DMR, ,TRS
454.200000,0.00000, ,Durham,ON,  OLGC  Ajax Downs Racetrack Slots,Site 001 Ajax Downs, , ,DMR, ,TRS
454.200000,0.00000,,Hamilton,ON,FirstOntario Centre Operations,Bulldogs,Bulldogs,CC 6|TG 1|SL 1,DMR,BM,Business
454.200000,459.20000,VBE881,Toronto,ON,Downsview Airport YZD Bombardier Aerospace,Plant Operations,Bombdr Aero,627 DPL,FM,RM,Business
454.200000,0.00000, ,Halton,ON,  Magna Karmax ,Site 001 Milton, , ,DMR, ,TRS
454.200000,0.00000,,Peel,ON,Retail Mississauga,Dixie Outlet Mall  Maintenance,DOM 2,664 DPL,FMN,BM,Business
454.225000,459.22500,XKC57,Hamilton,ON,Chedoke Campus,Chedoke Campus  Security,Security,141.3 PL,FM,RM,Security
454.225000,0.00000,,Halton,ON,Oakville,The Marquee  Low Power,Marquee DMR,CC 1|TG 1|SL *,DMR,M,Business
454.225000,0.00000,,Durham,ON,Attractions Canadian Tire Motorsport Park,CTMP Driver Development Track,CTMP DriverDev,546 DPL,FMN,M,Business
454.225000,459.22500,VEU735,York,ON,Canadas Wonderland Vaughan,Ch 4  Entertainment Theatre Group Sales Administration Marketing Finance,Wonderland 4,173.8 PL,FM,RM,Business
454.225000,459.22500,XJV978,Peel,ON,Retail Brampton,Shoppers World Ch 1,SW 1,,FMN,RM,Business
454.225000,0.00000,,Halton,ON,Oakville,The Marquee  Bouncer Talkaround,Marquee B T/A,143 DPL,FMN,M,Business
454.225000,0.00000,CGZ701,Toronto,ON,Attractions Scarborough,Toronto Zoo  Simplex,Zoo  Simplex,CC 1|TG 80|SL 1,DMR,BM,Business
454.225000,459.22500,CYD303,Toronto,ON,Business Downtown,Atrium On Bay  Security,AtriumBay,123.0 PL,FM,RM,Security
454.225000,0.00000,,Durham,ON,Business Clarington,Kobes Nurseries,Kobes,251 DPL,FMN,M,Business
454.225000,459.22500,CIH601,Halton,ON,Oakville,Syl Apps Youth Treatment Centre  Kinark Services,SAYTC Kinark,186.2 PL,FM,RM,Corrections
454.225000,0.00000,,Toronto,ON,Business Downtown,Four Seasons Hotel,FourSeasons,CC 8|TG 10|SL 1,DMR,BM,Business
454.225000,459.22500,,Hamilton,ON,Hamilton General,Security,HGH,CC 4|TG 401|SL 1,DMR,RM,Security
454.225000,0.00000,,Durham,ON,Business Whitby,Liquor Control Board Ontario  Durham Warehouse Ch 2,LCBO DW 2,,FMN,BM,Business
454.225000,0.00000,,Peel,ON,Mississauga,Gordon Graydon Memorial SS  Ch 1 Administration,GGMSS1 Admin,411 DPL,FMN,BM,Schools
454.262500,0.00000,,Hamilton,ON,Business Hamilton,Hamilton Cab ,Hamilton Cab,103.5 PL,FM,BM,Transportation
454.362500,0.00000, ,Peel,ON,  Honeywell Aerospace,Site 001 Mississauga, , ,DMR, ,TRS
454.362500,0.00000, ,Peel,ON,  Sheridan College Peel Region,Site 001 Davis Campus, , ,DMR, ,TRS
454.362500,0.00000, ,Peel,ON,  Erin Mills Town Center,Site 001 Erin Mills, , ,DMR, ,TRS
454.362500,0.00000,,Toronto,ON,Attractions Core,Metro Toronto Convention Centre Security,MTCCSecurity,254.1 PL,FMN,BM,Security
454.362500,0.00000,,York,ON,Golf Beacon Hall Golf Club,Operations,BHGC Ops,CC 10|TG 10013|SL 1,DMR,BM,Business
454.362500,0.00000, ,Toronto,ON,  CF Toronto Eaton Centre,Site 001 Eaton Centre, , ,DMR, ,TRS
454.362500,0.00000, ,Toronto,ON,  Ritz Carlton Hotel,Site 001 Ritz Carlton Hotel, , ,DMR, ,TRS
454.362500,0.00000, ,Toronto,ON,  Toronto Zoo,Site 001 Toronto Zoo, , ,DMR, ,TRS
454.362500,0.00000, ,Peel,ON,  FedEx Pearson International Distribution,Site 001 FedEx PIA, , ,DMR, ,TRS
454.462500,0.00000, ,Toronto,ON,  Mobile Business Communications ,Site 001 CN Tower, , ,NXDN, ,TRS
454.537500,0.00000,,Halton,ON,Milton,Rattlesnake Point Conservation Area,Rattlesnake,CC 11|TG 2000|SL *,DMR,BM,Business
454.562500,0.00000, ,York,ON,  Communitronics,Site 001 Confirmed LCN, , ,LTR, ,TRS
454.587500,0.00000, ,Toronto,ON,  Fleetcom DMR,Site 001 500 Duplex, , ,DMR, ,TRS
456.012500,0.00000,,Peel,ON,Peel Region Attractions Meadowvale Theatre,Medowvale Theatre,MDV Theatre,606 DPL,FMN,BM,Business
456.187500,0.00000,,Hamilton,ON,Federal Offices Hamilton,EC  Canadian Centre Inland Waters,Security,,FM,BM,Federal
456.187500,0.00000,,Peel,ON,Peel Region Attractions Hershey Centre,Channel 1,HC 1,703 DPL,FM,M,Business
456.787500,451.78750,XKE248,Toronto,ON,Business Downtown,Delta Chelsea Hotel,DeltaChelsea,173.8 PL,FM,RM,Business
457.062500,452.06250,VEQ710,Toronto,ON,Education York University,Keele Campus Security ,YU Security,,FM,RM,Security
457.262500,0.00000, ,Toronto,ON,  Ritz Carlton Hotel,Site 001 Ritz Carlton Hotel, , ,DMR, ,TRS
457.537500,468.48750,XLD203,Toronto,ON,Media Bell Media Queen Street Bureau,CP24  Wireless,CP24Wireless,82.5 PL,FM,RM,Media
457.575000,0.00000,,Toronto,ON,Attractions Rogers Centre,Stadium  Roof Control,Stadium Roof,,FM,BM,Business
457.587500,468.76250,VEF988,Toronto,ON,Media Bell Media Queen Street Bureau,CP24  Wireless ,CP24Wireless,82.5 PL,FM,RM,Media
458.062500,0.00000,,Halton,ON,Business Oakville,United Taxi,United Taxi,218.1 PL,FMN,BM,Transportation
458.662500,0.00000,,Hamilton,ON,John C Munro International Airport YHM Airlines,Air Transat Operations,AirTransatOp,023 DPL,FMN,BM,Aircraft
458.662500,0.00000,,Peel,ON,Brampton,Corporate Properties,Bram CP,,FMN,BM,Public Works
458.662500,0.00000,,York,ON,Business Newmarket,Best Buy,Best Buy,79.7 PL,FMN,BM,Business
458.662500,0.00000,,Peel,ON,Retail Mississauga,Heartland Town Centre  Michaels,Michael'sHTC,67.0 PL,FMN,BM,Business
458.662500,0.00000,,Toronto,ON,Business Canada Computers,Red,CC Red,67.0 PL,FMN,M,Business
458.662500,0.00000,,Durham,ON,Attractions Canadian Tire Motorsport Park,CTMP Ch 5,CTMP 5,074 DPL,FMN,BM,Business
458.662500,0.00000,,Peel,ON,Retail Mississauga,Winston Argentia Centre  Best Buy,Best Buy WAC,192.8 PL,FMN,BM,Business
458.662500,0.00000,,Peel,ON,Peel Region Attractions Hershey Centre,Channel 3,HC 3,703 DPL,FM,M,Business
458.662500,0.00000,,Peel,ON,Retail Mississauga,Square One  Microsoft Store,Sq1Microsoft,67.0 PL,FMN,BM,Business
458.662500,0.00000,,York,ON,Business Newmarket,Michaels,Michaels,67.0 PL,FMN,BM,Business
458.662500,0.00000,,Halton,ON,Business Oakville,Holiday Inn Select ,HI Select,,FM,BM,Business
458.662500,0.00000,,Peel,ON,Retail Mississauga,Heartland Town Centre  Old Navy,OldNavy HTC,74.4 PL,FMN,BM,Business
458.662500,0.00000,,Toronto,ON,Business Canada Computers,Yellow,CC Yellow,71.9 PL,FMN,M,Business
458.662500,0.00000,,Peel,ON,Retail Mississauga,Erin Mills Town Centre  Old Navy,Old Navy ,74.4 PL,FMN,BM,Business
458.700000,0.00000,,Peel,ON,Peel Region Attractions Hershey Centre,Channel 4,HC 4,703 DPL,FM,M,Business
458.700000,0.00000,,Halton,ON,Business Milton,CoSteel Recycling,Co-Steel Rec,69.3 PL,FM,BM,Business
458.725000,0.00000,,Toronto,ON,Business Scarborough,The Greens at Tam OShanter  Condo Security,Greens Sec.,031 DPL,FMN,M,Business
458.912500,0.00000,,Toronto,ON,Business Taxi,Bee Line Taxi,BeeLineTaxi,,FM,BM,Transportation
458.937500,0.00000,,Peel,ON,Transportation Brampton,Airline Limo,Airline Limo,94.8 PL,FMN,BM,Transportation
459.225000,0.00000,,Durham,ON,Business Whitby,Liquor Control Board Ontario  Durham Warehouse Ch 3,LCBO DW 3,,FMN,BM,Business
459.362500,0.00000, ,Toronto,ON,  Ritz Carlton Hotel,Site 001 Ritz Carlton Hotel, , ,DMR, ,TRS
460.025000,0.00000, ,Halton,ON,  Manheim Auto Auctions,Site 001 Milton, , ,DMR, ,TRS
460.037500,465.03750,VCN500,Durham,ON,Business Clarington,St Marys Cement Plant,St. Marys Cement,136.5 PL,FMN,RM,Business
460.050000,465.08750,XNE630,Toronto,ON,Business Armoured Car Transportation,Brinks Canada Armoured Cars,Brinks  A C,110.9 PL,FM,RM,Security
460.100000,0.00000, ,Halton,ON,  Roxul,Site 001 Milton, , ,DMR, ,TRS
460.112500,0.00000, ,York,ON,  FleetConnect ,Site 013 King City, , ,DMR, ,TRS
460.125000,0.00000, ,Toronto,ON,  University Health Network  Toronto Western Hospital,Site 001 Toronto Western Hospital, , ,DMR, ,TRS
460.137500,0.00000, ,Hamilton,ON,  National Communications Site Services DMR,Site 000 Area 0, , ,DMR, ,TRS
460.162500,465.16250,CFO588,Durham,ON,Attractions Canadian Tire Motorsport Park,CTMP MedicalSecurity,CTMP Med/Sec,CC 8|TG 202|SL *,DMR,RM,Business
460.162500,0.00000, ,Peel,ON,  Honeywell Aerospace,Site 001 Mississauga, , ,DMR, ,TRS
460.162500,0.00000,,Toronto,ON,Education George Brown College,St James Campus  Security,GB St James,,DMR,BM,Security
460.162500,0.00000, ,Toronto,ON,  Toronto Zoo,Site 001 Toronto Zoo, , ,DMR, ,TRS
460.162500,0.00000, ,Toronto,ON,  Scarborough Town Centre,Site 001 STC, , ,DMR, ,TRS
460.162500,0.00000, ,Peel,ON,  FedEx Pearson International Distribution,Site 001 FedEx PIA, , ,DMR, ,TRS
460.162500,0.00000, ,Toronto,ON,  MaRS Discovery Centre,Site 001 661 University Avenue, , ,DMR, ,TRS
460.162500,0.00000,,York,ON,Business Newmarket,Upper Canada Mall  Security,UCM Security,CC 5|TG 10001|SL 1,DMR,M,Security
460.200000,0.00000, ,Peel,ON,  Maple Lodge Farms,Site 001 Brampton, , ,DMR, ,TRS
460.212500,0.00000,,Toronto,ON,Billy Bishop Toronto City Airport YTZ Operations,Toronto Port Authority  City Airport  Runway Snow Clearing ,TPA /BBTCA,136.5 PL,FM,BM,Aircraft
460.237500,0.00000,,Peel,ON,Mississauga,StGonzaga Secondary SchoolErin Meadows Community Centre,StAGSS/EMCC,631 DPL,FMN,BM,Schools
460.237500,0.00000,,Peel,ON,Malton,Ascension of Our Lord Secondary School ,Ascension SS,532 DPL,FM,BM,Schools
460.262500,465.26250,VCY764,Peel,ON,Retail Mississauga,Square One  Property Management ,Sq One PM,CC 1|TG 2001|SL 2,DMR,RM,Business
460.262500,465.26250,VCY764,Peel,ON,Retail Mississauga,Square One  Security,Sq One Sec,CC 1|TG 2000|SL 1,DMR,RM,Security
460.287500,465.28750,VCW408,Halton,ON,Business Milton,Dufferin Aggregates,Dufferin,CC 9|TG 9902|SL 1,DMR,RM,Business
460.287500,465.28750,VCW408,Halton,ON,Business Milton,Dufferin Aggregates,Dufferin,CC 9|TG 9903|SL 2,DMR,RM,Business
460.337500,0.00000,,Hamilton,ON,Business Hamilton,Eastgate Square,Eastgate Sq,103.5 PL,FM,BM,Business
460.412500,465.41250,CYC830,Hamilton,ON,Charlton Campus,St Josephs Health Care,StJ Charlton,CC 1|TG 11201530|SL 1,DMR,RM,Hospital
460.412500,465.41250,CYC830,Hamilton,ON,Charlton Campus,St Josephs Health Care,StJ Charlton,CC 1|TG 11205132|SL 1,DMR,RM,Hospital
460.675000,465.68750,XNF548,Toronto,ON,Business Downtown,Commerce Court Ch 1,ComCrt 1,110.9 PL,FM,RM,Security
460.775000,465.77500,VCO911,York,ON,Canadas Wonderland Vaughan,Ch 1  Park Safety and Security,Wonderland 1,173.8 PL,FM,RM,Security
460.837500,0.00000, ,Hamilton,ON,  GOTRBO Network,Site 011 Fennell, , ,DMR, ,TRS
460.875000,0.00000, ,Peel,ON,  Air Transat ,Site 001 Terminal 3, , ,DMR, ,TRS
460.925000,465.92500,XJV978,Peel,ON,Retail Brampton,Shoppers World Ch 2,SW 2,,FMN,RM,Business
460.925000,0.00000,,Durham,ON,Business Whitby,Liquor Control Board Ontario  Durham Warehouse Ch 4,LCBO DW 4,,FMN,BM,Business
460.925000,0.00000,,Toronto,ON,Business Downtown,Town Inn Suites,Town Inn,043 DPL,FM,BM,Business
460.925000,0.00000,,Toronto,ON,Healthcare Scarborough Hospital  General and Grace sites ,Maintenance,Scarb Hosp,205 DPL,FM,BM,Hospital
460.925000,0.00000,,Toronto,ON,Attractions Core,Metro Toronto Convention Centre Shuttle,MTCC Shuttle,143 DPL,FMN,BM,Transportation
460.925000,0.00000,,York,ON,Business Newmarket,Silver City Theatre,SilverCity,532 DPL,FMN,BM,Business
460.925000,465.92500,CYD203,Toronto,ON,Business Downtown,Atrium on Bay  Property Management,AtriumBay,233.6 PL,FM,RM,Business
460.925000,0.00000,VEA734,Durham,ON,Attractions Great Blue Heron Charity Casino  Port Perry,Great Blue Heron Charity Casino F4,GBHC 4,,FMN,M,Business
460.925000,0.00000,CFV398,Toronto,ON,Business North York,Lawrence Square Mall,Lwrnce Sq,40 RAN,NXDN,BM,Security
460.925000,0.00000,,Peel,ON,Peel Region Attractions Powerade Centre,Centre 4,PAC 4,,FM,BM,Business
460.925000,0.00000,,Toronto,ON,Education York University,Seneca  York  Campus Security,Sen@York Sec,71.9 PL,FM,BM,Security
460.925000,0.00000,CFF670,Toronto,ON,Education George Brown College,Casa Loma Campus  Security,GB Casa Loma,116 DPL,FM,BM,Security
460.925000,465.92500,XLD840,Toronto,ON,Business North York,Toronto Emergency Services  4300 Dufferin St  Maintenance,TES Maint,69.3 PL,FM,RM,Business
460.925000,0.00000,,Toronto,ON,Attractions Rogers Centre,Stadium  Roof Control,Stadium Roof,,FM,BM,Business
460.925000,465.92500,,Toronto,ON,Business North York,Shops at Don Mills,Don Mills,115 DPL,FM,RM,Security
460.925000,0.00000,,Toronto,ON,Attractions Core,Harbourfront Centre,Harbourfront,155 DPL,FM,BM,Business
460.987500,465.98750,VEK513,Halton,ON,Business Burlington,Attridge Transportation ,Attridge ,118.8 PL,FM,RM,Transportation
460.987500,465.98750,VEK513,Peel,ON,Transportation Mississauga,Attridge Transportation,AttridgeBus,118.8 PL,FM,BM,Transportation
461.012500,466.01250,VCX810,Toronto,ON,Business Construction,Amherst Crane Rental,AmherstCrane,100.0 PL,FM,RM,Business
461.162500,0.00000, ,Halton,ON,  Ford Motor Company Oakville ,Site 001 Oakville, , ,DMR, ,TRS
461.200000,466.20000,VCO911,York,ON,Canadas Wonderland Vaughan,Ch 2  Attractions Maintenance Ecology and Utility,Wonderland 2,173.8 PL,FM,RM,Business
461.200000,0.00000, ,Hamilton,ON,  McMaster University,Site 001 MAC, , ,DMR, ,TRS
461.237500,466.23750,CKU631,Halton,ON,Business Halton Hills,Toronto Premium Outlets,TPO,CC 2|TG 10|SL 1,DMR,RM,Business
461.237500,0.00000, ,Toronto,ON,  Billy Bishop Toronto City Airport,Site 001 Toronto Island, , ,DMR, ,TRS
461.237500,466.23750,CFF632,Toronto,ON,Healthcare North York Branson Urgent Care ,Security,Branson Ch.1,225.7 PL,FM,RM,Security
461.237500,0.00000, ,Peel,ON,  Trillium Health Partners,Site 003 Credit Valley Hospital , , ,DMR, ,TRS
